Title,Description,Subject,Subject (corporate name),Subject (personal Name),Keyword,Geographic subject,Geographic subject (roadway),Geographic subject (city or populated place),Geographic subject (county),Geographic subject (state),Geographic subject (country),Geographic coordinates,Coverage date,Coverage date (for search),Contributor,Creator,Photographer,Publisher (of the original version),Place of publication (of the original version),Publisher (of the digital version),Date created,Date created (for search),Digitize date,Type,Format,Format (aat),Format (imt),Language,Contributing entity,Identifying number,Part of collection,Part of subcollection,Provenance,Series,Rights,Physical access,Repository name,Repository address,Repository email,Cataloger,Catalog date,Full text,Filename,Catalog state,Cataloger comments,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,Archival file,CONTENTdm file path
"Burwash residence, Tujunga, Calif., 1957?","Exterior photograph of the residence of Mr. and Mrs. H.E. Burwash (built 1957), 9520 Amoret Drive, Tujunga, California, 1957? Designed by Pierre Koenig.",Dwellings,,,,Burwash residence,9520 Amoret Drive,Tujunga,Los Angeles,California,USA,"34.243086,-118.289570",1957,1957,,"Koenig, Pierre Francis, 1925-2004, architect","Koenig, Pierre Francis, 1925-2004",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/005/005A.html,University of Southern California. Libraries,1957,1957,,images,1 slide: color,photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0020.PCD; frame 5a,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/4/16,,pk-cd-020.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1003,1003,953.jp2,Volume42/pk-cd-020.tif,/p15799coll42/image/953.jp2
"Lamel residence, Glendale, Calif., 1953?","Exterior photograph of the residence of Edward Lamel (built 1953), 1884 Los Encinos Avenue, Glendale, California, 1953? Designed by Pierre Koenig.",Dwellings,,,,Lamel residence,1884 Los Encinos Avenue,Glendale,Los Angeles,California,USA,"34.188349,-118.222234",1953,1953,,"Koenig, Pierre Francis, 1925-2004, architect","Shulman, Julius, 1910-2009",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/002/002C.html,University of Southern California. Libraries,1953,1953,,images,1 slide: color,photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0009.PCD; frame 2c,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/4/16,,pk-cd-009.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1004,1004,954.jp2,Volume42/pk-cd-009.tif,/p15799coll42/image/954.jp2
"Burwash residence, Tujunga, Calif., 1957?","Exterior photograph of the residence of Mr. and Mrs. H.E. Burwash (built 1957), 9520 Amoret Drive, Tujunga, California, 1957? Designed by Pierre Koenig.",Dwellings,,,,Burwash residence,9520 Amoret Drive,Tujunga,Los Angeles,California,USA,"34.243086,-118.289570",1957,1957,,"Koenig, Pierre Francis, 1925-2004, architect","Koenig, Pierre Francis, 1925-2004",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/005/005B.html,University of Southern California. Libraries,1957,1957,,images,1 slide: color,photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0021.PCD; frame 5b,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/4/16,,pk-cd-021.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1005,1005,955.jp2,Volume42/pk-cd-021.tif,/p15799coll42/image/955.jp2
"Radio Station KYOR, Blythe, Calif., 1958?","Exterior elevation of Radio Station KYOR (built 1958), 127 North Broadway, Blythe, California, 1958? Designed by Pierre Koenig.",Radio stations,,,,Radio Statio KYOR,127 North Broadway,Blythe,Riverside,California,USA,"33.611052,-114.597111",1958,1958,,"Koenig, Pierre Francis, 1925-2004, architect","Koenig, Pierre Francis, 1925-2004",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/006/006La.html,University of Southern California. Libraries,1958,1958,,images,1 slide: color,elevations (orthographic projections); photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0022.PCD; frame 6,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/4/16,,pk-cd-022.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1006,1006,956.jp2,Volume42/pk-cd-022.tif,/p15799coll42/image/956.jp2
"Radio Station KYOR, Blythe, Calif., 1958?","Exterior photograph of Radio Station KYOR (built 1958), 127 North Broadway, Blythe, California, 1958? Designed by Pierre Koenig.",Radio stations,,,,Radio Statio KYOR,127 North Broadway,Blythe,Riverside,California,USA,"33.611052,-114.597111",1958,1958,,"Koenig, Pierre Francis, 1925-2004, architect","Koenig, Pierre Francis, 1925-2004",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/006/006A.html,University of Southern California. Libraries,1958,1958,,images,1 slide: color,photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0023.PCD; frame 6a,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/4/16,,pk-cd-023.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1007,1007,957.jp2,Volume42/pk-cd-023.tif,/p15799coll42/image/957.jp2
"Bailey residence, West Hollywood, Calif., 1958?","Floor plan of the residence of Walter C. and Mary Bailey (built 1958) (Art & Architecture Case study house #21B), 9038 Wonderland Park Avenue, West Hollywood, Los Angeles, California, 1958? Designed by Pierre Koenig.",Dwellings,,,,Bailey residence; Case study house #21B,9038 Wonderland Park Avenue,Los Angeles; West Hollywood,Los Angeles,California,USA,"34.116667,-118.391704",1958,1958,,"Koenig, Pierre Francis, 1925-2004, architect","Koenig, Pierre Francis, 1925-2004",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/007/007A.html,University of Southern California. Libraries,1958,1958,,images,1 slide: color,floor plans; photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0024.PCD; frame 7a,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/4/16,,pk-cd-024.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1008,1008,958.jp2,Volume42/pk-cd-024.tif,/p15799coll42/image/958.jp2
"Bailey residence, West Hollywood, Calif., 1958?","Artist's rendering of the residence of Walter C. and Mary Bailey (built 1958) (Art & Architecture Case study house #21B), 9038 Wonderland Park Avenue, West Hollywood, Los Angeles, California, 1958? Designed by Pierre Koenig.",Dwellings,,,,Bailey residence; Case study house #21B,9038 Wonderland Park Avenue,Los Angeles; West Hollywood,Los Angeles,California,USA,"34.116667,-118.391704",1958,1958,,"Koenig, Pierre Francis, 1925-2004, architect","Koenig, Pierre Francis, 1925-2004",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/007/007B.html,University of Southern California. Libraries,1958,1958,,images,1 slide: color,renderings (drawings); photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0025.PCD; frame 7b,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/7/16,,pk-cd-025.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1009,1009,959.jp2,Volume42/pk-cd-025.tif,/p15799coll42/image/959.jp2
"Bailey residence, West Hollywood, Calif., 1958?","Artist's rendering of the residence of Walter C. and Mary Bailey (built 1958) (Art & Architecture Case study house #21B), 9038 Wonderland Park Avenue, West Hollywood, Los Angeles, California, 1958? Designed by Pierre Koenig.",Dwellings,,,,Bailey residence; Case study house #21B,9038 Wonderland Park Avenue,Los Angeles; West Hollywood,Los Angeles,California,USA,"34.116667,-118.391704",1958,1958,,"Koenig, Pierre Francis, 1925-2004, architect","Koenig, Pierre Francis, 1925-2004",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/007/007C.html,University of Southern California. Libraries,1958,1958,,images,1 slide: color,renderings (drawings); photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0026.PCD; frame 7c,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/7/16,,pk-cd-026.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1010,1010,960.jp2,Volume42/pk-cd-026.tif,/p15799coll42/image/960.jp2
"Bailey residence, West Hollywood, Calif., 1958?","Artist's rendering of the residence of Walter C. and Mary Bailey (built 1958) (Art & Architecture Case study house #21B), 9038 Wonderland Park Avenue, West Hollywood, Los Angeles, California, 1958? Designed by Pierre Koenig.",Dwellings,,,,Bailey residence; Case study house #21B,9038 Wonderland Park Avenue,Los Angeles; West Hollywood,Los Angeles,California,USA,"34.116667,-118.391704",1958,1958,,"Koenig, Pierre Francis, 1925-2004, architect","Koenig, Pierre Francis, 1925-2004",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/007/007D.html,University of Southern California. Libraries,1958,1958,,images,1 slide: color,renderings (drawings); photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0027.PCD; frame 7d,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/7/16,,pk-cd-027.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1011,1011,961.jp2,Volume42/pk-cd-027.tif,/p15799coll42/image/961.jp2
"Bailey residence, West Hollywood, Calif., 1958?","Interior photograph of the residence of Walter C. and Mary Bailey (built 1958) (Art & Architecture Case study house #21B), 9038 Wonderland Park Avenue, West Hollywood, Los Angeles, California, 1958? Designed by Pierre Koenig.",Dwellings,,,,Bailey residence; Case study house #21B,9038 Wonderland Park Avenue,Los Angeles; West Hollywood,Los Angeles,California,USA,"34.116667,-118.391704",1958,1958,,"Koenig, Pierre Francis, 1925-2004, architect","Koenig, Pierre Francis, 1925-2004",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/007/007La.html,University of Southern California. Libraries,1958,1958,,images,1 slide: color,photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0028.PCD; frame 7,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/7/16,,pk-cd-028.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1012,1012,962.jp2,Volume42/pk-cd-028.tif,/p15799coll42/image/962.jp2
"Bailey residence, West Hollywood, Calif., 1958?","Interior photograph of the residence of Walter C. and Mary Bailey (built 1958) (Art & Architecture Case study house #21B), 9038 Wonderland Park Avenue, West Hollywood, Los Angeles, California, 1958? Designed by Pierre Koenig.",Dwellings,,,,Bailey residence; Case study house #21B,9038 Wonderland Park Avenue,Los Angeles; West Hollywood,Los Angeles,California,USA,"34.116667,-118.391704",1958,1958,,"Koenig, Pierre Francis, 1925-2004, architect","Shulman, Julius, 1910-2009",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/007/007E.html,University of Southern California. Libraries,1958,1958,,images,1 slide: color,photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0029.PCD; frame 7e,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/7/16,,pk-cd-029.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1013,1013,963.jp2,Volume42/pk-cd-029.tif,/p15799coll42/image/963.jp2
"Bailey residence, West Hollywood, Calif., 1958?","Exterior photograph of the residence of Walter C. and Mary Bailey (built 1958) (Art & Architecture Case study house #21B), 9038 Wonderland Park Avenue, West Hollywood, Los Angeles, California, 1958? Designed by Pierre Koenig.",Dwellings,,,,Bailey residence; Case study house #21B,9038 Wonderland Park Avenue,Los Angeles; West Hollywood,Los Angeles,California,USA,"34.116667,-118.391704",1958,1958,,"Koenig, Pierre Francis, 1925-2004, architect","Shulman, Julius, 1910-2009",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/007/007F.html,University of Southern California. Libraries,1958,1958,,images,1 slide: color,photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0030.PCD; frame 7f,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/7/16,,pk-cd-030.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1014,1014,964.jp2,Volume42/pk-cd-030.tif,/p15799coll42/image/964.jp2
"Bailey residence, West Hollywood, Calif., 1958?","Exterior photograph of the residence of Walter C. and Mary Bailey (built 1958) (Art & Architecture Case study house #21B), 9038 Wonderland Park Avenue, West Hollywood, Los Angeles, California, 1958? Designed by Pierre Koenig.",Dwellings,,,,Bailey residence; Case study house #21B,9038 Wonderland Park Avenue,Los Angeles; West Hollywood,Los Angeles,California,USA,"34.116667,-118.391704",1958,1958,,"Koenig, Pierre Francis, 1925-2004, architect","Shulman, Julius, 1910-2009",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/007/007G.html,University of Southern California. Libraries,1958,1958,,images,1 slide: color,photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0031.PCD; frame 7g,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/7/16,,pk-cd-031.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1015,1015,965.jp2,Volume42/pk-cd-031.tif,/p15799coll42/image/965.jp2
"Bailey residence, West Hollywood, Calif., 1958?","Exterior photograph of the residence of Walter C. and Mary Bailey (built 1958) (Art & Architecture Case study house #21B), 9038 Wonderland Park Avenue, West Hollywood, Los Angeles, California, 1958? Designed by Pierre Koenig.",Dwellings,,,,Bailey residence; Case study house #21B,9038 Wonderland Park Avenue,Los Angeles; West Hollywood,Los Angeles,California,USA,"34.116667,-118.391704",1958,1958,,"Koenig, Pierre Francis, 1925-2004, architect","Shulman, Julius, 1910-2009",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/007/007H.html,University of Southern California. Libraries,1958,1958,,images,1 slide: color,photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0032.PCD; frame 7h,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/7/16,,pk-cd-032.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1016,1016,966.jp2,Volume42/pk-cd-032.tif,/p15799coll42/image/966.jp2
"Bailey residence, West Hollywood, Calif., 1958?","Interior photograph of the residence of Walter C. and Mary Bailey (built 1958) (Art & Architecture Case study house #21B), 9038 Wonderland Park Avenue, West Hollywood, Los Angeles, California, 1958? Designed by Pierre Koenig.",Dwellings,,,,Bailey residence; Case study house #21B,9038 Wonderland Park Avenue,Los Angeles; West Hollywood,Los Angeles,California,USA,"34.116667,-118.391704",1958,1958,,"Koenig, Pierre Francis, 1925-2004, architect","Shulman, Julius, 1910-2009",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/007/007I.html,University of Southern California. Libraries,1958,1958,,images,1 slide: color,photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0033.PCD; frame 7i,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/7/16,,pk-cd-033.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1017,1017,967.jp2,Volume42/pk-cd-033.tif,/p15799coll42/image/967.jp2
"Stahl residence, Los Angeles, Calif., 1960?","Floor plan of the residence of C.H. and Carlotta Stahl (built 1960) (Art & Architecture Case study house #22), 1635 Woods Drive, Los Angeles, California, 1960? Designed by Pierre Koenig.",Dwellings,,,,Stahl residence; Case study house #22,1635 Woods Drive,Los Angeles; Hollywood,Los Angeles,California,USA,"34.100444,-118.370153",1960,1960,,"Koenig, Pierre Francis, 1925-2004, architect","Koenig, Pierre Francis, 1925-2004",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/008/008A.html,University of Southern California. Libraries,1960,1960,,images,1 slide: color,floor plans; photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0034.PCD; frame 8a,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/7/16,,pk-cd-034.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1018,1018,968.jp2,Volume42/pk-cd-034.tif,/p15799coll42/image/968.jp2
"Stahl residence, Los Angeles, Calif., 1960?","Artist's rendering of the residence of C.H. and Carlotta Stahl (built 1960) (Art & Architecture Case study house #22), 1635 Woods Drive, Los Angeles, California, 1960? Designed by Pierre Koenig.",Dwellings,,,,Stahl residence; Case study house #22,1635 Woods Drive,Los Angeles; Hollywood,Los Angeles,California,USA,"34.100444,-118.370153",1960,1960,,"Koenig, Pierre Francis, 1925-2004, architect","Koenig, Pierre Francis, 1925-2004",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/008/008B.html,University of Southern California. Libraries,1960,1960,,images,1 slide: color,renderings (drawings); photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0035.PCD; frame 8b,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/7/16,,pk-cd-035.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1019,1019,969.jp2,Volume42/pk-cd-035.tif,/p15799coll42/image/969.jp2
"Stahl residence, Los Angeles, Calif., 1960?","Artist's rendering of the residence of C.H. and Carlotta Stahl (built 1960) (Art & Architecture Case study house #22), 1635 Woods Drive, Los Angeles, California, 1960? Designed by Pierre Koenig.",Dwellings,,,,Stahl residence; Case study house #22,1635 Woods Drive,Los Angeles; Hollywood,Los Angeles,California,USA,"34.100444,-118.370153",1960,1960,,"Koenig, Pierre Francis, 1925-2004, architect","Koenig, Pierre Francis, 1925-2004",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/008/008C.html,University of Southern California. Libraries,1960,1960,,images,1 slide: color,renderings (drawings); photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0036.PCD; frame 8c,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/7/16,,pk-cd-036.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1020,1020,970.jp2,Volume42/pk-cd-036.tif,/p15799coll42/image/970.jp2
"Stahl residence, Los Angeles, Calif., 1960?","Artist's rendering of the residence of C.H. and Carlotta Stahl (built 1960) (Art & Architecture Case study house #22), 1635 Woods Drive, Los Angeles, California, 1960? Designed by Pierre Koenig.",Dwellings,,,,Stahl residence; Case study house #22,1635 Woods Drive,Los Angeles; Hollywood,Los Angeles,California,USA,"34.100444,-118.370153",1960,1960,,"Koenig, Pierre Francis, 1925-2004, architect","Koenig, Pierre Francis, 1925-2004",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/008/008D.html,University of Southern California. Libraries,1960,1960,,images,1 slide: color,renderings (drawings); photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0037.PCD; frame 8d,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/7/16,,pk-cd-037.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1021,1021,971.jp2,Volume42/pk-cd-037.tif,/p15799coll42/image/971.jp2
"Stahl residence, Los Angeles, Calif., 1960?","Exterior photograph of the residence of C.H. and Carlotta Stahl (built 1960) (Art & Architecture Case study house #22), 1635 Woods Drive, Los Angeles, California, 1960? Designed by Pierre Koenig.",Dwellings,,,,Stahl residence; Case study house #22,1635 Woods Drive,Los Angeles; Hollywood,Los Angeles,California,USA,"34.100444,-118.370153",1960,1960,,"Koenig, Pierre Francis, 1925-2004, architect","Koenig, Pierre Francis, 1925-2004",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/008/008E.html,University of Southern California. Libraries,1960,1960,,images,1 slide: color,photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0038.PCD; frame 8e,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/7/16,,pk-cd-038.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1022,1022,972.jp2,Volume42/pk-cd-038.tif,/p15799coll42/image/972.jp2
"Stahl residence, Los Angeles, Calif., 1960?","Exterior photograph of the residence of C.H. and Carlotta Stahl (built 1960) (Art & Architecture Case study house #22), 1635 Woods Drive, Los Angeles, California, 1960? Designed by Pierre Koenig.",Dwellings,,,,Stahl residence; Case study house #22,1635 Woods Drive,Los Angeles; Hollywood,Los Angeles,California,USA,"34.100444,-118.370153",1960,1960,,"Koenig, Pierre Francis, 1925-2004, architect","Shulman, Julius, 1910-2009",University of Southern California. Department of Architecture,http://www.usc.edu/dept/architecture/slide/koenig/008/008F.html,University of Southern California. Libraries,1960,1960,,images,1 slide: color,photographs,image/tiff,,University of Southern California,Kodak Photo CD. PK no. 1. IMG0039.PCD; frame 8f,Architectural Teaching Slide Collection,Pierre Koenig,,,Pierre Koenig,Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",3/7/16,,pk-cd-039.tif,approved,,,3/23/16,3/23/16,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/1023,1023,973.jp2,Volume42/pk-cd-039.tif,/p15799coll42/image/973.jp2
