Title,Subject,Name.subject,Coverage.geographic,Name.photographer,Year,Description.caption,longitude,latitude,latlong,photos
"Five generations of the Watson family celebrate Christmas, Los Angeles, 1935",Holidays $z California $z Los Angeles|~|Holidays $z California $z Los Angeles|~|Holidays $z California $z Los Angeles|~|Family Trees|~|Family Trees|~|Family Trees,"Moody, Pearl, $q (Orpha Pearl Milburn), $d 1873-1955|~|Moody, Pearl, $q (Orpha Pearl Milburn), $d 1873-1955|~|Moody, Pearl, $q (Orpha Pearl Milburn), $d 1873-1955|~|Watson, Freda $q (Freda M. Hammond), $d 1912-2007|~|Watson, Freda $q (Freda M. Hammond), $d 1912-2007|~|Watson, Freda $q (Freda M. Hammond), $d 1912-2007|~|Watson, David T. $q (David Thomas), $d 1935-1999|~|Watson, David T. $q (David Thomas), $d 1935-1999|~|Watson, David T. $q (David Thomas), $d 1935-1999|~|Norton, Ruby $q (Ruby Moody), $d b. 1892|~|Norton, Ruby $q (Ruby Moody), $d b. 1892|~|Norton, Ruby $q (Ruby Moody), $d b. 1892|~|Milburn, Thomas W., $d b. 1846 or 47|~|Milburn, Thomas W., $d b. 1846 or 47|~|Milburn, Thomas W., $d b. 1846 or 47","Hollywood (Los Angeles, Calif.)|~|Hollywood (Los Angeles, Calif.)|~|Hollywood (Los Angeles, Calif.)",,1935,"Text from negative sleeve: 4202 - David T. Watson 5 wks Mrs Freda Watson 23 Mrs Ruby Morton 43 Mrs Pearl Moody 62 Thomas W. Milburn 88 (celebrating Christmas @ Norton home) 5 Generations (from Wyoming) 12-25-35 [stamped:] Dec 26 1935|~|Text from newspaper caption: Here are five generations of the Clifford D. Watson family of 7167 Warring street, Hollywood, celebrating Christmas: Baby David T. Watson, 5 weeks of age; Mrs. Freda Watson, 23, his mother; Mrs. Ruby Norton, 43, his grandmother; Mrs. Pearl Moody, his great-grandmother, and Thomas W. Milnurn, 88, his great-great-grandfather.|~|Handwritten on negative: Bottom to top David Watson x Mrs. Freda Watson x Mrs Ruby Norton x Mrs Pearl Moody x Thomas w. Milburn 12-25-35|~|Text from negative sleeve: 4202 - David T. Watson 5 wks Mrs Freda Watson 23 Mrs Ruby Morton 43 Mrs Pearl Moody 62 Thomas W. Milburn 88 (celebrating Christmas @ Norton home) 5 Generations (from Wyoming) 12-25-35 [stamped:] Dec 26 1935|~|Text from newspaper caption: Here are five generations of the Clifford D. Watson family of 7167 Warring street, Hollywood, celebrating Christmas: Baby David T. Watson, 5 weeks of age; Mrs. Freda Watson, 23, his mother; Mrs. Ruby Norton, 43, his grandmother; Mrs. Pearl Moody, his great-grandmother, and Thomas W. Milnurn, 88, his great-great-grandfather.|~|Handwritten on negative: Bottom to top David Watson x Mrs. Freda Watson x Mrs Ruby Norton x Mrs Pearl Moody x Thomas w. Milburn 12-25-35|~|Text from negative sleeve: 4202 - David T. Watson 5 wks Mrs Freda Watson 23 Mrs Ruby Morton 43 Mrs Pearl Moody 62 Thomas W. Milburn 88 (celebrating Christmas @ Norton home) 5 Generations (from Wyoming) 12-25-35 [stamped:] Dec 26 1935|~|Text from newspaper caption: Here are five generations of the Clifford D. Watson family of 7167 Warring street, Hollywood, celebrating Christmas: Baby David T. Watson, 5 weeks of age; Mrs. Freda Watson, 23, his mother; Mrs. Ruby Norton, 43, his grandmother; Mrs. Pearl Moody, his great-grandmother, and Thomas W. Milnurn, 88, his great-great-grandfather.|~|Handwritten on negative: Bottom to top David Watson x Mrs. Freda Watson x Mrs Ruby Norton x Mrs Pearl Moody x Thomas w. Milburn 12-25-35",-117.952032,34.658027,"34.658027, -117.952032",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_13241.jpg
"Thomas Wells enjoys a Christmas dinner at the hands of charity, Los Angeles, 1935",Holidays $z California $z Los Angeles|~|Holidays $z California $z Los Angeles|~|Holidays $z California $z Los Angeles|~|Veterans $x American|~|Veterans $x American|~|Veterans $x American|~|Homeless persons $z California $z Los Angeles|~|Homeless persons $z California $z Los Angeles|~|Homeless persons $z California $z Los Angeles|~|Meat|~|Meat|~|Meat,"Midnight Mission (Los Angeles, Calif.)|~|Midnight Mission (Los Angeles, Calif.)|~|Midnight Mission (Los Angeles, Calif.)|~|Wells, Thomas|~|Wells, Thomas|~|Wells, Thomas",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,"Handwritten on negative: Mr Wells 12/25/35|~|Text from negative sleeve: 4179 - Mr Wells _ Xmas dinner Midnight Mission 12/25/35|~|Text from newspaper caption: Thomas Wells, ex-Rough Rider, tackles turkey.|~|Handwritten on negative: Mr Wells 12/25/35|~|Text from negative sleeve: 4179 - Mr Wells _ Xmas dinner Midnight Mission 12/25/35|~|Text from newspaper caption: Thomas Wells, ex-Rough Rider, tackles turkey.|~|Handwritten on negative: Mr Wells 12/25/35|~|Text from negative sleeve: 4179 - Mr Wells _ Xmas dinner Midnight Mission 12/25/35|~|Text from newspaper caption: Thomas Wells, ex-Rough Rider, tackles turkey.",-118.245971,34.042252,"34.042252, -118.245971",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_13216.jpg
"Ted Healy and ""Bonnie"" Bonnell stand outside her home at 141 Mayberry Road, Santa Monica, 1935",Comedians|~|Comedians|~|Comedians|~|Arson $z California $z Santa Monica|~|Arson $z California $z Santa Monica|~|Arson $z California $z Santa Monica,"Healy, Ted, $d 1896-1937|~|Healy, Ted, $d 1896-1937|~|Healy, Ted, $d 1896-1937|~|Bonnell, Marion W. $q (Bonnie), $d 1905-1964|~|Bonnell, Marion W. $q (Bonnie), $d 1905-1964|~|Bonnell, Marion W. $q (Bonnie), $d 1905-1964",Santa Monica (Calif.)|~|Santa Monica (Calif.)|~|Santa Monica (Calif.),,1935,"Text from newspaper caption: Ted Healy, film comedian, and Marion W. Bonnell, who told police he broke into her home and set fire to her belongings. Healy spent eight hours in the City Jail.|~|Handwritten on negative: Ted Healey Healey 12-26-35|~|Text from negative sleeve: 4306 - Ted Healey comedian 1-2-36 [stamped:] Jan 3 1936|~|Text from newspaper caption: Ted Healy, film comedian, and Marion W. Bonnell, who told police he broke into her home and set fire to her belongings. Healy spent eight hours in the City Jail.|~|Handwritten on negative: Ted Healey Healey 12-26-35|~|Text from negative sleeve: 4306 - Ted Healey comedian 1-2-36 [stamped:] Jan 3 1936|~|Text from newspaper caption: Ted Healy, film comedian, and Marion W. Bonnell, who told police he broke into her home and set fire to her belongings. Healy spent eight hours in the City Jail.|~|Handwritten on negative: Ted Healey Healey 12-26-35|~|Text from negative sleeve: 4306 - Ted Healey comedian 1-2-36 [stamped:] Jan 3 1936",-118.516299,34.027917,"34.027917, -118.516299",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_13455.jpg
"Newlyweds James Shelby Farra and Margaret Joy on their wedding day, Bel Air, 1935",Weddings|~|Weddings|~|Weddings|~|Wedding clothing & dress|~|Wedding clothing & dress|~|Wedding clothing & dress|~|Brides|~|Brides|~|Brides|~|Grooms (Weddings)|~|Grooms (Weddings)|~|Grooms (Weddings)|~|Cakes $z California $z Los Angeles|~|Cakes $z California $z Los Angeles|~|Cakes $z California $z Los Angeles,"Farra, James Shelby, $d 1913-2002|~|Farra, James Shelby, $d 1913-2002|~|Farra, James Shelby, $d 1913-2002|~|Joy, Margaret $q (Margaret Farra), $d 1914-1989|~|Joy, Margaret $q (Margaret Farra), $d 1914-1989|~|Joy, Margaret $q (Margaret Farra), $d 1914-1989","Bel Air (Los Angeles, Calif.)|~|Bel Air (Los Angeles, Calif.)|~|Bel Air (Los Angeles, Calif.)",,1935,"Handwritten on negative: 12-27-35 Margaret Joy James Shelby Farra|~|Text from negative sleeve: 4277 - Margaret Joy + husband James Shelby Farra, Jr. Bel-Air + Pasadena Society (@ 1st Meth. Church of Häó»wood ?) Just Married 12-27-35 [stamped:] Dec 31 1935|~|Handwritten on negative: 12-27-35 Margaret Joy James Shelby Farra|~|Text from negative sleeve: 4277 - Margaret Joy + husband James Shelby Farra, Jr. Bel-Air + Pasadena Society (@ 1st Meth. Church of Häó»wood ?) Just Married 12-27-35 [stamped:] Dec 31 1935|~|Handwritten on negative: 12-27-35 Margaret Joy James Shelby Farra|~|Text from negative sleeve: 4277 - Margaret Joy + husband James Shelby Farra, Jr. Bel-Air + Pasadena Society (@ 1st Meth. Church of Häó»wood ?) Just Married 12-27-35 [stamped:] Dec 31 1935",-118.443775,34.083075,"34.083075, -118.443775",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_13326.jpg
"Stanford senior Margaret Joy on her wedding day, Bel Air, 1935",Bouquets|~|Bouquets|~|Bouquets|~|Weddings|~|Weddings|~|Weddings|~|Portrait photographs|~|Portrait photographs|~|Portrait photographs|~|Wedding clothing & dress|~|Wedding clothing & dress|~|Wedding clothing & dress|~|Brides|~|Brides|~|Brides,"Joy, Margaret $q (Margaret Farra), $d 1914-1989|~|Joy, Margaret $q (Margaret Farra), $d 1914-1989|~|Joy, Margaret $q (Margaret Farra), $d 1914-1989","Bel Air (Los Angeles, Calif.)|~|Bel Air (Los Angeles, Calif.)|~|Bel Air (Los Angeles, Calif.)",,1935,"Text from negative sleeve: 4277 - Margaret Joy + husband James Shelby Farra, Jr. Bel-Air + Pasadena Society (@ 1st Meth. Church of H'wood ?) Just Married 12-27-35 [stamped:] Dec 31 1935|~|Handwritten on negative: Margaret Joy 12-27-35|~|Text from negative sleeve: 4277 - Margaret Joy + husband James Shelby Farra, Jr. Bel-Air + Pasadena Society (@ 1st Meth. Church of H'wood ?) Just Married 12-27-35 [stamped:] Dec 31 1935|~|Handwritten on negative: Margaret Joy 12-27-35|~|Text from negative sleeve: 4277 - Margaret Joy + husband James Shelby Farra, Jr. Bel-Air + Pasadena Society (@ 1st Meth. Church of H'wood ?) Just Married 12-27-35 [stamped:] Dec 31 1935|~|Handwritten on negative: Margaret Joy 12-27-35",-118.443775,34.083075,"34.083075, -118.443775",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_13327.jpg
"BRR Stanford senior Margaret Joy on her wedding day, Bel Air, 1935",Bouquets|~|Bouquets|~|Bouquets|~|Weddings $z California $z Los Angeles|~|Weddings $z California $z Los Angeles|~|Weddings $z California $z Los Angeles|~|Portrait photographs|~|Portrait photographs|~|Portrait photographs|~|Wedding clothing & dress|~|Wedding clothing & dress|~|Wedding clothing & dress|~|Brides|~|Brides|~|Brides,"Joy, Margaret $q (Margaret Farra), $d 1914-1989|~|Joy, Margaret $q (Margaret Farra), $d 1914-1989|~|Joy, Margaret $q (Margaret Farra), $d 1914-1989","Bel Air (Los Angeles, Calif.)|~|Bel Air (Los Angeles, Calif.)|~|Bel Air (Los Angeles, Calif.)",,1935,"Handwritten on negative: Margaret Joy 12-27-25|~|Text from negative sleeve: 4277 - Margaret Joy + husband James Shelby Farra, Jr. Bel-Air + Pasadena Society (@ 1st Meth. Church of H'wood ?) Just Married 12-27-35 [stamped:] Dec 31 1935|~|Handwritten on negative: Margaret Joy 12-27-25|~|Text from negative sleeve: 4277 - Margaret Joy + husband James Shelby Farra, Jr. Bel-Air + Pasadena Society (@ 1st Meth. Church of H'wood ?) Just Married 12-27-35 [stamped:] Dec 31 1935|~|Handwritten on negative: Margaret Joy 12-27-25|~|Text from negative sleeve: 4277 - Margaret Joy + husband James Shelby Farra, Jr. Bel-Air + Pasadena Society (@ 1st Meth. Church of H'wood ?) Just Married 12-27-35 [stamped:] Dec 31 1935",-118.443775,34.083075,"34.083075, -118.443775",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_13328.jpg
"The Christmas tree at the home of Mr. and Mrs. M. B. Sheets, Los Angeles, 1935",Christmas trees $z California $z Los Angeles|~|Christmas trees $z California $z Los Angeles|~|Christmas trees $z California $z Los Angeles|~|Miniature works|~|Miniature works|~|Miniature works,,Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,"Handwritten on negative: 148 148 Xmas Tree - Mrs M. B. Sheets 12/26/35|~|Text from negative sleeve: 4245 - Mrs. M. B. Sheets Xmas Tree Box 12 12/26/35 [stamped:] Dec|~|Text from newspaper caption: Friends are still visiting the home of M. B. Sheets to see the reproduction of an eastern countryside in winter without the actual snow, which he constructed as a setting for his Christmas tree. He built it to remind former easterners now living here of their snow-shoveling days during the holiday season back home.|~|Handwritten on negative: 148 148 Xmas Tree - Mrs M. B. Sheets 12/26/35|~|Text from negative sleeve: 4245 - Mrs. M. B. Sheets Xmas Tree Box 12 12/26/35 [stamped:] Dec|~|Text from newspaper caption: Friends are still visiting the home of M. B. Sheets to see the reproduction of an eastern countryside in winter without the actual snow, which he constructed as a setting for his Christmas tree. He built it to remind former easterners now living here of their snow-shoveling days during the holiday season back home.|~|Handwritten on negative: 148 148 Xmas Tree - Mrs M. B. Sheets 12/26/35|~|Text from negative sleeve: 4245 - Mrs. M. B. Sheets Xmas Tree Box 12 12/26/35 [stamped:] Dec|~|Text from newspaper caption: Friends are still visiting the home of M. B. Sheets to see the reproduction of an eastern countryside in winter without the actual snow, which he constructed as a setting for his Christmas tree. He built it to remind former easterners now living here of their snow-shoveling days during the holiday season back home.",-118.32122,34.0353,"34.0353, -118.32122",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_13290.jpg
"Anna Butts and Norma Crowell decorate at the Ebell Club, Los Angeles, 1936",Ladders|~|Ladders|~|Ladders|~|Clubwomen $z California $z Los Angeles|~|Clubwomen $z California $z Los Angeles|~|Clubwomen $z California $z Los Angeles|~|Balloons (Novelties) $z California $z Los Angeles|~|Balloons (Novelties) $z California $z Los Angeles|~|Balloons (Novelties) $z California $z Los Angeles,"Ebell Club of Los Angeles|~|Ebell Club of Los Angeles|~|Ebell Club of Los Angeles|~|Butts, Anna, $d b. 1916 or 17|~|Butts, Anna, $d b. 1916 or 17|~|Butts, Anna, $d b. 1916 or 17|~|Crowell, Norma, $d 1916-1942|~|Crowell, Norma, $d 1916-1942|~|Crowell, Norma, $d 1916-1942",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,Text from negative sleeve: 4356 - L t R- Normal Crowell Anna Butts Allied Youth Ebell club 1-31-35 [stamped:] Jan 7 1936|~|Handwritten on negative: Norma Crowell Anna Butts|~|Text from negative sleeve: 4356 - L t R- Normal Crowell Anna Butts Allied Youth Ebell club 1-31-35 [stamped:] Jan 7 1936|~|Handwritten on negative: Norma Crowell Anna Butts|~|Text from negative sleeve: 4356 - L t R- Normal Crowell Anna Butts Allied Youth Ebell club 1-31-35 [stamped:] Jan 7 1936|~|Handwritten on negative: Norma Crowell Anna Butts,-118.324863,34.061279,"34.061279, -118.324863",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_13520.jpg
"Grace Norman-Wilcox at the Ambassador Hotel holding a piece of crystal, Los Angeles, 1935",Exhibitions $z California $z Los Angeles|~|Exhibitions $z California $z Los Angeles|~|Exhibitions $z California $z Los Angeles|~|Antiques $z California $z Los Angeles|~|Antiques $z California $z Los Angeles|~|Antiques $z California $z Los Angeles,"Ambassador Hotel|~|Ambassador Hotel|~|Ambassador Hotel|~|Norman-Wilcox, Grace A. Steen, $d 1898-1995|~|Norman-Wilcox, Grace A. Steen, $d 1898-1995|~|Norman-Wilcox, Grace A. Steen, $d 1898-1995",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,Text from negative sleeve: 3048- Mrs. Gregory [sic] Norman-Wilcox. Antique Exhibit. [Stamped:] Dec 11 1935|~|Handwritten on negative: Mrs. Gregory [sic] Norman-Wilcox|~|Text from negative sleeve: 3048- Mrs. Gregory [sic] Norman-Wilcox. Antique Exhibit. [Stamped:] Dec 11 1935|~|Handwritten on negative: Mrs. Gregory [sic] Norman-Wilcox|~|Text from negative sleeve: 3048- Mrs. Gregory [sic] Norman-Wilcox. Antique Exhibit. [Stamped:] Dec 11 1935|~|Handwritten on negative: Mrs. Gregory [sic] Norman-Wilcox,-118.297101,34.059646,"34.059646, -118.297101",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10804.jpg
"Mrs. Minnie Muchmore and Mrs. Robert Alan at the Ambassador Hotel, where an exhibition of antiques that Mrs. Alan organized was held, Los Angeles, 1935",Exhibitions $z California $z Los Angeles|~|Exhibitions $z California $z Los Angeles|~|Exhibitions $z California $z Los Angeles|~|Antiques $z California $z Los Angeles|~|Antiques $z California $z Los Angeles|~|Antiques $z California $z Los Angeles,"Ambassador Hotel|~|Ambassador Hotel|~|Ambassador Hotel|~|Muchmore, Minnie Sweet, $d 1855-1943|~|Muchmore, Minnie Sweet, $d 1855-1943|~|Muchmore, Minnie Sweet, $d 1855-1943|~|Alan, Robert, $c Mrs.|~|Alan, Robert, $c Mrs.|~|Alan, Robert, $c Mrs.",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,"Text from negative sleeve: 3049- LtoR- Mrs. Minnie Muchmore, Mrs. Robert Allan [sic.] Antique Exhibit. [Stamped:] Dec 11 1935|~|Handwritten on negative: Mrs. Robert Allan [sic.] Mrs. Minnie Muchmore.|~|Text from negative sleeve: 3049- LtoR- Mrs. Minnie Muchmore, Mrs. Robert Allan [sic.] Antique Exhibit. [Stamped:] Dec 11 1935|~|Handwritten on negative: Mrs. Robert Allan [sic.] Mrs. Minnie Muchmore.|~|Text from negative sleeve: 3049- LtoR- Mrs. Minnie Muchmore, Mrs. Robert Allan [sic.] Antique Exhibit. [Stamped:] Dec 11 1935|~|Handwritten on negative: Mrs. Robert Allan [sic.] Mrs. Minnie Muchmore.",-118.297101,34.059646,"34.059646, -118.297101",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10805.jpg
"Betty Burke and a little girl beside a Nativity scene by Nino Ghio displayed on Olvera Street, Los Angeles, 1935",CríÂches (Nativity scenes) $z California $z Los Angeles|~|CríÂches (Nativity scenes) $z California $z Los Angeles|~|CríÂches (Nativity scenes) $z California $z Los Angeles,"Burke, Betty|~|Burke, Betty|~|Burke, Betty",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,"Text from negative sleeve: 3010. Los Angeles Tenth Dist. P.T.A. Miss Betty Burke & Child at ""Nativity"" by Nino Ghio. [Stamped:] DEC 11 1935.|~|Text from negative sleeve: 3010. Los Angeles Tenth Dist. P.T.A. Miss Betty Burke & Child at ""Nativity"" by Nino Ghio. [Stamped:] DEC 11 1935.|~|Text from negative sleeve: 3010. Los Angeles Tenth Dist. P.T.A. Miss Betty Burke & Child at ""Nativity"" by Nino Ghio. [Stamped:] DEC 11 1935.",-118.237538,34.058032,"34.058032, -118.237538",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10919.jpg
"Alfonzo Bell, Elizabeth Tingle, Mrs. Miles Gray and Minnewa Bell playing cards at the Bel-Air Bay Club, Los Angeles, circa 1935-1936","Pacific Palisades (Los Angeles, Calif.)|~|Pacific Palisades (Los Angeles, Calif.)|~|Pacific Palisades (Los Angeles, Calif.)","Gray, Miles, $c Mrs.|~|Gray, Miles, $c Mrs.|~|Gray, Miles, $c Mrs.|~|Tingle, Ralph Joseph, $d 1933-|~|Tingle, Ralph Joseph, $d 1933-|~|Tingle, Ralph Joseph, $d 1933-|~|Bell, Alphonzo Edward, $d 1875-1947|~|Bell, Alphonzo Edward, $d 1875-1947|~|Bell, Alphonzo Edward, $d 1875-1947|~|Tingle, Elizabeth Hollenbeck Bell, $d 1910 or 11-1936|~|Tingle, Elizabeth Hollenbeck Bell, $d 1910 or 11-1936|~|Tingle, Elizabeth Hollenbeck Bell, $d 1910 or 11-1936|~|Bell, Minnewa, $d 1911-|~|Bell, Minnewa, $d 1911-|~|Bell, Minnewa, $d 1911-|~|Bel-Air Bay Club|~|Bel-Air Bay Club|~|Bel-Air Bay Club",Los Angeles (Calif.)|~|Los Angeles (Calif.)|~|Los Angeles (Calif.),,1935,"Text from negative sleeve: Bell, Alphonso [sic] E.|~|Left to right: Alphonzo Edward Bell, Mrs. Ralph J. Tingle, Louise Gunter of Oklahoma City, and Mrs. Miles Gray at the Bel-Air Bay Club.|~|Text from negative sleeve: Bell, Alphonso [sic] E.|~|Left to right: Alphonzo Edward Bell, Mrs. Ralph J. Tingle, Louise Gunter of Oklahoma City, and Mrs. Miles Gray at the Bel-Air Bay Club.|~|Text from negative sleeve: Bell, Alphonso [sic] E.|~|Left to right: Alphonzo Edward Bell, Mrs. Ralph J. Tingle, Louise Gunter of Oklahoma City, and Mrs. Miles Gray at the Bel-Air Bay Club.",-118.545388,34.040285,"34.040285, -118.545388",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_1104.jpg
"Crowd in front of the Firestone Fountain at the California Pacific International Exposition in Balboa Park, San Diego, 1935-1936",Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego,"California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)",San Diego (Calif.)|~|San Diego (Calif.)|~|San Diego (Calif.),"Owens, Charles H.|~|Owens, Charles H.|~|Owens, Charles H.",1935,"Text from negative sleeve: California, San Diego, Exposition|~|Text from negative sleeve: California, San Diego, Exposition|~|Text from negative sleeve: California, San Diego, Exposition",-117.146305,32.732202,"32.732202, -117.146305",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0591.jpg
"Crowd at the entrance to the California Pacific International Exposition in Balboa Park, San Diego, 1935-1936",Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego,"California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)",San Diego (Calif.)|~|San Diego (Calif.)|~|San Diego (Calif.),"Owens, Charles H.|~|Owens, Charles H.|~|Owens, Charles H.",1935,"Handwritten on negative: San Diego Expo crowded at gates|~|Handwritten on negative: San Diego Expo crowd at gates|~|Text from negative sleeve: California, San Diego, Exposition|~|Handwritten on negative: San Diego Expo crowded at gates|~|Handwritten on negative: San Diego Expo crowd at gates|~|Text from negative sleeve: California, San Diego, Exposition|~|Handwritten on negative: San Diego Expo crowded at gates|~|Handwritten on negative: San Diego Expo crowd at gates|~|Text from negative sleeve: California, San Diego, Exposition",-117.146766,32.731868,"32.731868, -117.146766",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0600.jpg
"Palace of Photography and the California Building at the California Pacific International Exposition, San Diego, 1935-1936",Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Exhibition buildings $z California $z San Diego|~|Exhibition buildings $z California $z San Diego|~|Exhibition buildings $z California $z San Diego,"California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Building (San Diego, Calif.)|~|California Building (San Diego, Calif.)|~|California Building (San Diego, Calif.)|~|Palace of Photography (San Diego, Calif. : 1915-1964)|~|Palace of Photography (San Diego, Calif. : 1915-1964)|~|Palace of Photography (San Diego, Calif. : 1915-1964)",San Diego (Calif.)|~|San Diego (Calif.)|~|San Diego (Calif.),,1935,"Text from negative sleeve: California, San Diego, Exposition|~|Text from negative sleeve: California, San Diego, Exposition|~|Text from negative sleeve: California, San Diego, Exposition",-117.150599,32.731516,"32.731516, -117.150599",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0601.jpg
"Night time view towards the House of Charm and tower of the Palace of Science at the California Pacific International Exposition, San Diego, 1935-1936",Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego,"California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|Arco del Porvenir (California Pacific International Exposition, 1935-1936, San Diego, Calif.)|~|Arco del Porvenir (California Pacific International Exposition, 1935-1936, San Diego, Calif.)|~|Arco del Porvenir (California Pacific International Exposition, 1935-1936, San Diego, Calif.)|~|Palace of Science (San Diego, Calif.)|~|Palace of Science (San Diego, Calif.)|~|Palace of Science (San Diego, Calif.)|~|House of Charm (San Diego, Calif.)|~|House of Charm (San Diego, Calif.)|~|House of Charm (San Diego, Calif.)",San Diego (Calif.)|~|San Diego (Calif.)|~|San Diego (Calif.),,1935,"Text from nitrate negative sleeve: California, San Diego, Exposition|~|Handwritten on negative: Fair, night scene.|~|Text from nitrate negative sleeve: California, San Diego, Exposition|~|Handwritten on negative: Fair, night scene.|~|Text from nitrate negative sleeve: California, San Diego, Exposition|~|Handwritten on negative: Fair, night scene.",-117.150082,32.731159,"32.731159, -117.150082",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0627.jpg
"Courtyard of the House of Hospitality at the California Pacific International Exposition, San Diego, 1935-1936",Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Exhibition buildings $z California $z San Diego|~|Exhibition buildings $z California $z San Diego|~|Exhibition buildings $z California $z San Diego,"California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|House of Hospitality (San Diego, Calif. : 1915-1995)|~|House of Hospitality (San Diego, Calif. : 1915-1995)|~|House of Hospitality (San Diego, Calif. : 1915-1995)",San Diego (Calif.)|~|San Diego (Calif.)|~|San Diego (Calif.),"Owens, Charles H.|~|Owens, Charles H.|~|Owens, Charles H.",1935,"Text from negative sleeve: California, San Diego, Exposition|~|Handwritten on negative: House of Hospitality|~|Text from negative sleeve: California, San Diego, Exposition|~|Handwritten on negative: House of Hospitality|~|Text from negative sleeve: California, San Diego, Exposition|~|Handwritten on negative: House of Hospitality",-117.149782,32.731076,"32.731076, -117.149782",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0599.jpg
"Visitors entering the California Pacific International Exposition in Balboa Park, San Diego, 1935-1936",Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego|~|Exhibitions $z California $z San Diego,"California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)|~|California Pacific International Exposition $d (1935-1936 : $c San Diego, Calif.)",San Diego (Calif.)|~|San Diego (Calif.)|~|San Diego (Calif.),"Owens, Charles H.|~|Owens, Charles H.|~|Owens, Charles H.",1935,"Text from negative sleeve: California, San Diego, Exposition|~|Text from negative sleeve: California, San Diego, Exposition|~|Text from negative sleeve: California, San Diego, Exposition",-117.150618,32.730776,"32.730776, -117.150618",http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0592.jpg
